,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
0,1 BLUE - 1 GREEN,1 BLUE - 1 GREEN,12.0,-10.0,-18.0
1,1 BLUE - 1 GREEN,1 GREEN - 1 BLUE,8.0,-2.0,-18.0
2,1 BLUE - 12 BLUE,1 BLUE - 12 BLUE,6.0,-10.0,-8.0
3,1 BLUE - 12 BLUE,12 BLUE - 1 BLUE,-16.0,-10.0,16.0
4,1 BLUE - 13 BLUE,1 BLUE - 13 BLUE,12.0,-10.0,-8.0
5,1 BLUE - 13 BLUE,13 BLUE - 1 BLUE,-14.0,-2.0,6.0
6,1 BLUE - 5 BLUE,1 BLUE - 5 BLUE,8.0,6.0,-16.0
7,1 BLUE - 5 BLUE,5 BLUE - 1 BLUE,8.0,6.0,-16.0
8,1 BLUE - 6 BLUE,1 BLUE - 6 BLUE,14.0,-10.0,-20.0
9,1 BLUE - 6 BLUE,6 BLUE - 1 BLUE,-8.0,-2.0,6.0
10,1 BLUE - 8 BLUE,1 BLUE - 8 BLUE,6.0,-10.0,-8.0
11,1 BLUE - 8 BLUE,8 BLUE - 1 BLUE,0.0,-10.0,-8.0
12,1 BLUE - 9 BLUE,1 BLUE - 9 BLUE,20.0,-10.0,-20.0
13,1 BLUE - 9 BLUE,9 BLUE - 1 BLUE,-2.0,-10.0,4.0
14,1 RED - 1 BLUE,1 BLUE - 1 RED,-10.0,22.0,-12.0
15,1 RED - 1 BLUE,1 RED - 1 BLUE,-16.0,-2.0,-12.0
16,1 RED - 10 BLUE,1 RED - 10 BLUE,-18.0,-10.0,18.0
17,1 RED - 10 BLUE,10 BLUE - 1 RED,-16.0,-2.0,18.0
18,1 RED - 11 BLUE,1 RED - 11 BLUE,-4.0,-10.0,16.0
19,1 RED - 11 BLUE,11 BLUE - 1 RED,-16.0,6.0,20.0
20,1 RED - 12 BLUE,1 RED - 12 BLUE,6.0,-10.0,-8.0
21,1 RED - 12 BLUE,12 BLUE - 1 RED,-6.0,6.0,-4.0
22,1 RED - 12 RED,1 RED - 12 RED,-18.0,-2.0,30.0
23,1 RED - 12 RED,12 RED - 1 RED,-20.0,-10.0,40.0
24,1 RED - 13 BLUE,1 RED - 13 BLUE,-2.0,-2.0,6.0
25,1 RED - 13 BLUE,13 BLUE - 1 RED,-8.0,6.0,8.0
26,1 RED - 13 RED,1 RED - 13 RED,-18.0,-2.0,30.0
27,1 RED - 13 RED,13 RED - 1 RED,-20.0,-10.0,40.0
28,1 RED - 2 BLUE,1 RED - 2 BLUE,6.0,-10.0,-8.0
29,1 RED - 2 BLUE,2 BLUE - 1 RED,6.0,-10.0,-8.0
30,1 RED - 2 RED,1 RED - 2 RED,-16.0,6.0,20.0
31,1 RED - 2 RED,2 RED - 1 RED,-16.0,6.0,20.0
32,1 RED - 3 BLUE,1 RED - 3 BLUE,-6.0,6.0,-4.0
33,1 RED - 3 BLUE,3 BLUE - 1 RED,-12.0,22.0,0.0
34,1 RED - 4 BLUE,1 RED - 4 BLUE,-20.0,-10.0,10.0
35,1 RED - 4 BLUE,4 BLUE - 1 RED,-14.0,14.0,10.0
36,1 RED - 5 BLUE,1 RED - 5 BLUE,-10.0,-10.0,-4.0
37,1 RED - 5 BLUE,5 BLUE - 1 RED,-6.0,6.0,-4.0
38,1 RED - 5 RED,1 RED - 5 RED,-18.0,-2.0,30.0
39,1 RED - 5 RED,5 RED - 1 RED,-20.0,-10.0,40.0
40,1 RED - 6 BLUE,1 RED - 6 BLUE,-6.0,6.0,-14.0
41,1 RED - 6 BLUE,6 BLUE - 1 RED,-6.0,14.0,-12.0
42,1 RED - 7 BLUE,1 RED - 7 BLUE,-16.0,-10.0,-14.0
43,1 RED - 7 BLUE,7 BLUE - 1 RED,-12.0,14.0,-12.0
44,1 RED - 8 BLUE,1 RED - 8 BLUE,-20.0,-10.0,20.0
45,1 RED - 8 BLUE,8 BLUE - 1 RED,-18.0,-2.0,20.0
46,1 RED - 9 BLUE,1 RED - 9 BLUE,-8.0,-10.0,4.0
47,1 RED - 9 BLUE,9 BLUE - 1 RED,-14.0,-2.0,6.0
48,1 RED - Jester,1 RED - Jester,-4.0,22.0,-12.0
49,1 RED - Jester,Jester - 1 RED,-10.0,22.0,-12.0
50,1 RED - Magician,1 RED - Magician,-20.0,-10.0,30.0
51,1 RED - Magician,Magician - 1 RED,-20.0,-10.0,30.0
52,10 BLUE - 1 BLUE,1 BLUE - 10 BLUE,-2.0,-10.0,4.0
53,10 BLUE - 1 BLUE,10 BLUE - 1 BLUE,-2.0,-10.0,4.0
54,10 BLUE - 1 GREEN,1 GREEN - 10 BLUE,6.0,-10.0,-18.0
55,10 BLUE - 1 GREEN,10 BLUE - 1 GREEN,-16.0,-10.0,-16.0
56,10 BLUE - 10 GREEN,10 BLUE - 10 GREEN,-8.0,6.0,-4.0
57,10 BLUE - 10 GREEN,10 GREEN - 10 BLUE,-8.0,6.0,-2.0
58,10 BLUE - 12 BLUE,10 BLUE - 12 BLUE,-14.0,-10.0,4.0
59,10 BLUE - 12 BLUE,12 BLUE - 10 BLUE,-14.0,-10.0,4.0
60,10 BLUE - 13 BLUE,10 BLUE - 13 BLUE,6.0,-10.0,-8.0
61,10 BLUE - 13 BLUE,13 BLUE - 10 BLUE,-14.0,-10.0,4.0
62,10 BLUE - 2 BLUE,10 BLUE - 2 BLUE,-6.0,6.0,-4.0
63,10 BLUE - 2 BLUE,2 BLUE - 10 BLUE,20.0,-10.0,-20.0
64,10 BLUE - 2 GREEN,10 BLUE - 2 GREEN,-16.0,6.0,-10.0
65,10 BLUE - 2 GREEN,2 GREEN - 10 BLUE,8.0,6.0,-16.0
66,10 BLUE - 3 BLUE,10 BLUE - 3 BLUE,-8.0,-10.0,4.0
67,10 BLUE - 3 BLUE,3 BLUE - 10 BLUE,8.0,-10.0,-20.0
68,10 BLUE - 3 GREEN,10 BLUE - 3 GREEN,4.0,-10.0,-6.0
69,10 BLUE - 3 GREEN,3 GREEN - 10 BLUE,12.0,-10.0,-8.0
70,10 BLUE - 4 GREEN,10 BLUE - 4 GREEN,-16.0,6.0,-14.0
71,10 BLUE - 4 GREEN,4 GREEN - 10 BLUE,-14.0,6.0,-14.0
72,10 BLUE - 5 BLUE,10 BLUE - 5 BLUE,-16.0,-2.0,8.0
73,10 BLUE - 5 BLUE,5 BLUE - 10 BLUE,-10.0,-10.0,6.0
74,10 BLUE - 5 GREEN,10 BLUE - 5 GREEN,-6.0,14.0,-12.0
75,10 BLUE - 5 GREEN,5 GREEN - 10 BLUE,2.0,14.0,-14.0
76,10 BLUE - 6 BLUE,10 BLUE - 6 BLUE,-16.0,-10.0,16.0
77,10 BLUE - 6 BLUE,6 BLUE - 10 BLUE,-8.0,-10.0,4.0
78,10 BLUE - 6 GREEN,10 BLUE - 6 GREEN,-2.0,-2.0,6.0
79,10 BLUE - 6 GREEN,6 GREEN - 10 BLUE,-2.0,-2.0,6.0
80,10 BLUE - 7 BLUE,10 BLUE - 7 BLUE,6.0,-10.0,-8.0
81,10 BLUE - 7 BLUE,7 BLUE - 10 BLUE,6.0,-10.0,-8.0
82,10 BLUE - 7 GREEN,10 BLUE - 7 GREEN,-12.0,14.0,-2.0
83,10 BLUE - 7 GREEN,7 GREEN - 10 BLUE,0.0,-2.0,-6.0
84,10 BLUE - 8 BLUE,10 BLUE - 8 BLUE,-10.0,-10.0,16.0
85,10 BLUE - 8 BLUE,8 BLUE - 10 BLUE,-10.0,-10.0,16.0
86,10 BLUE - 8 GREEN,10 BLUE - 8 GREEN,-6.0,-2.0,-16.0
87,10 BLUE - 8 GREEN,8 GREEN - 10 BLUE,-4.0,14.0,-14.0
88,10 BLUE - 9 BLUE,10 BLUE - 9 BLUE,-8.0,-2.0,6.0
89,10 BLUE - 9 BLUE,9 BLUE - 10 BLUE,-8.0,-2.0,6.0
90,10 BLUE - 9 GREEN,10 BLUE - 9 GREEN,-2.0,-10.0,-6.0
91,10 BLUE - 9 GREEN,9 GREEN - 10 BLUE,0.0,-10.0,-8.0
92,10 RED - 1 BLUE,1 BLUE - 10 RED,0.0,6.0,-4.0
93,10 RED - 1 BLUE,10 RED - 1 BLUE,-4.0,-10.0,-4.0
94,10 RED - 1 RED,1 RED - 10 RED,-18.0,-2.0,30.0
95,10 RED - 1 RED,10 RED - 1 RED,-18.0,-2.0,30.0
96,10 RED - 10 BLUE,10 BLUE - 10 RED,-16.0,6.0,10.0
97,10 RED - 10 BLUE,10 RED - 10 BLUE,-12.0,-10.0,18.0
98,10 RED - 11 BLUE,10 RED - 11 BLUE,-16.0,-10.0,6.0
99,10 RED - 11 BLUE,11 BLUE - 10 RED,-14.0,14.0,10.0
100,10 RED - 11 RED,10 RED - 11 RED,-14.0,14.0,10.0
101,10 RED - 11 RED,11 RED - 10 RED,-14.0,14.0,10.0
102,10 RED - 12 BLUE,10 RED - 12 BLUE,-18.0,-2.0,30.0
103,10 RED - 12 BLUE,12 BLUE - 10 RED,-18.0,-2.0,30.0
104,10 RED - 12 RED,10 RED - 12 RED,-18.0,-2.0,30.0
105,10 RED - 12 RED,12 RED - 10 RED,-20.0,-10.0,40.0
106,10 RED - 13 BLUE,10 RED - 13 BLUE,-20.0,-10.0,40.0
107,10 RED - 13 BLUE,13 BLUE - 10 RED,-20.0,-10.0,30.0
108,10 RED - 13 RED,10 RED - 13 RED,-16.0,6.0,20.0
109,10 RED - 13 RED,13 RED - 10 RED,-16.0,6.0,20.0
110,10 RED - 2 BLUE,10 RED - 2 BLUE,-18.0,-2.0,10.0
111,10 RED - 2 BLUE,2 BLUE - 10 RED,-14.0,14.0,10.0
112,10 RED - 2 RED,10 RED - 2 RED,-18.0,-2.0,30.0
113,10 RED - 2 RED,2 RED - 10 RED,-18.0,-2.0,30.0
114,10 RED - 3 BLUE,10 RED - 3 BLUE,-6.0,6.0,-14.0
115,10 RED - 3 BLUE,3 BLUE - 10 RED,0.0,6.0,-14.0
116,10 RED - 3 RED,10 RED - 3 RED,-12.0,-10.0,28.0
117,10 RED - 3 RED,3 RED - 10 RED,-10.0,-2.0,18.0
118,10 RED - 4 BLUE,10 RED - 4 BLUE,-10.0,-2.0,-2.0
119,10 RED - 4 BLUE,4 BLUE - 10 RED,-12.0,14.0,-2.0
120,10 RED - 5 BLUE,10 RED - 5 BLUE,-20.0,-10.0,20.0
121,10 RED - 5 BLUE,5 BLUE - 10 RED,-16.0,6.0,0.0
122,10 RED - 5 RED,10 RED - 5 RED,-16.0,6.0,20.0
123,10 RED - 5 RED,5 RED - 10 RED,-16.0,6.0,20.0
124,10 RED - 6 BLUE,10 RED - 6 BLUE,-20.0,-10.0,0.0
125,10 RED - 6 BLUE,6 BLUE - 10 RED,-12.0,22.0,0.0
126,10 RED - 7 BLUE,10 RED - 7 BLUE,-14.0,-2.0,-14.0
127,10 RED - 7 BLUE,7 BLUE - 10 RED,-10.0,22.0,-12.0
128,10 RED - 7 RED,10 RED - 7 RED,-16.0,6.0,20.0
129,10 RED - 7 RED,7 RED - 10 RED,-16.0,6.0,20.0
130,10 RED - 8 BLUE,10 RED - 8 BLUE,-8.0,6.0,-2.0
131,10 RED - 8 BLUE,8 BLUE - 10 RED,-6.0,14.0,-12.0
132,10 RED - 8 RED,10 RED - 8 RED,-16.0,6.0,20.0
133,10 RED - 8 RED,8 RED - 10 RED,-16.0,6.0,20.0
134,10 RED - 9 BLUE,10 RED - 9 BLUE,-18.0,-2.0,10.0
135,10 RED - 9 BLUE,9 BLUE - 10 RED,-14.0,14.0,10.0
136,10 RED - 9 RED,10 RED - 9 RED,-16.0,6.0,20.0
137,10 RED - 9 RED,9 RED - 10 RED,-16.0,6.0,20.0
138,10 RED - Jester,10 RED - Jester,-10.0,22.0,-12.0
139,10 RED - Jester,Jester - 10 RED,-10.0,14.0,-14.0
140,10 RED - Magician,10 RED - Magician,-16.0,6.0,20.0
141,10 RED - Magician,Magician - 10 RED,-20.0,-10.0,20.0
142,11 BLUE - 1 BLUE,1 BLUE - 11 BLUE,20.0,-10.0,-20.0
143,11 BLUE - 1 BLUE,11 BLUE - 1 BLUE,8.0,-10.0,-20.0
144,11 BLUE - 1 GREEN,1 GREEN - 11 BLUE,8.0,-10.0,-20.0
145,11 BLUE - 1 GREEN,11 BLUE - 1 GREEN,-12.0,-2.0,-16.0
146,11 BLUE - 10 BLUE,10 BLUE - 11 BLUE,-2.0,-2.0,6.0
147,11 BLUE - 10 BLUE,11 BLUE - 10 BLUE,-2.0,-2.0,6.0
148,11 BLUE - 10 GREEN,10 GREEN - 11 BLUE,0.0,-2.0,-16.0
149,11 BLUE - 10 GREEN,11 BLUE - 10 GREEN,8.0,-2.0,-18.0
150,11 BLUE - 11 GREEN,11 BLUE - 11 GREEN,-14.0,6.0,8.0
151,11 BLUE - 11 GREEN,11 GREEN - 11 BLUE,-8.0,6.0,8.0
152,11 BLUE - 12 BLUE,11 BLUE - 12 BLUE,-10.0,-10.0,16.0
153,11 BLUE - 12 BLUE,12 BLUE - 11 BLUE,-10.0,-10.0,16.0
154,11 BLUE - 13 BLUE,11 BLUE - 13 BLUE,-18.0,-10.0,28.0
155,11 BLUE - 13 BLUE,13 BLUE - 11 BLUE,-18.0,-10.0,28.0
156,11 BLUE - 2 BLUE,11 BLUE - 2 BLUE,-14.0,-2.0,6.0
157,11 BLUE - 2 BLUE,2 BLUE - 11 BLUE,6.0,-10.0,-8.0
158,11 BLUE - 2 GREEN,11 BLUE - 2 GREEN,-8.0,-2.0,-4.0
159,11 BLUE - 2 GREEN,2 GREEN - 11 BLUE,0.0,-2.0,-6.0
160,11 BLUE - 3 BLUE,11 BLUE - 3 BLUE,-8.0,-10.0,4.0
161,11 BLUE - 3 BLUE,3 BLUE - 11 BLUE,-2.0,-10.0,4.0
162,11 BLUE - 3 GREEN,11 BLUE - 3 GREEN,0.0,-2.0,-16.0
163,11 BLUE - 3 GREEN,3 GREEN - 11 BLUE,8.0,-10.0,-20.0
164,11 BLUE - 4 BLUE,11 BLUE - 4 BLUE,-8.0,-10.0,4.0
165,11 BLUE - 4 BLUE,4 BLUE - 11 BLUE,0.0,-10.0,-8.0
166,11 BLUE - 4 GREEN,11 BLUE - 4 GREEN,0.0,6.0,-4.0
167,11 BLUE - 4 GREEN,4 GREEN - 11 BLUE,6.0,-10.0,-8.0
168,11 BLUE - 5 BLUE,11 BLUE - 5 BLUE,-8.0,-10.0,4.0
169,11 BLUE - 5 BLUE,5 BLUE - 11 BLUE,-2.0,-10.0,4.0
170,11 BLUE - 5 GREEN,11 BLUE - 5 GREEN,-2.0,-10.0,-6.0
171,11 BLUE - 5 GREEN,5 GREEN - 11 BLUE,-8.0,-2.0,-6.0
172,11 BLUE - 6 BLUE,11 BLUE - 6 BLUE,-12.0,-10.0,28.0
173,11 BLUE - 6 BLUE,6 BLUE - 11 BLUE,-12.0,-10.0,28.0
174,11 BLUE - 6 GREEN,11 BLUE - 6 GREEN,-10.0,14.0,-14.0
175,11 BLUE - 6 GREEN,6 GREEN - 11 BLUE,-10.0,14.0,-14.0
176,11 BLUE - 7 BLUE,11 BLUE - 7 BLUE,-2.0,-2.0,6.0
177,11 BLUE - 7 BLUE,7 BLUE - 11 BLUE,4.0,-10.0,4.0
178,11 BLUE - 7 GREEN,11 BLUE - 7 GREEN,-10.0,-10.0,6.0
179,11 BLUE - 7 GREEN,7 GREEN - 11 BLUE,4.0,-10.0,4.0
180,11 BLUE - 8 BLUE,11 BLUE - 8 BLUE,-10.0,-10.0,16.0
181,11 BLUE - 8 BLUE,8 BLUE - 11 BLUE,-10.0,-10.0,16.0
182,11 BLUE - 8 GREEN,11 BLUE - 8 GREEN,0.0,-2.0,-6.0
183,11 BLUE - 8 GREEN,8 GREEN - 11 BLUE,-6.0,-2.0,-6.0
184,11 BLUE - 9 BLUE,11 BLUE - 9 BLUE,-10.0,-2.0,18.0
185,11 BLUE - 9 BLUE,9 BLUE - 11 BLUE,-10.0,-10.0,16.0
186,11 BLUE - 9 GREEN,11 BLUE - 9 GREEN,-2.0,-2.0,-14.0
187,11 BLUE - 9 GREEN,9 GREEN - 11 BLUE,0.0,-2.0,-16.0
188,11 RED - 1 BLUE,1 BLUE - 11 RED,-16.0,6.0,10.0
189,11 RED - 1 BLUE,11 RED - 1 BLUE,-18.0,-2.0,20.0
190,11 RED - 1 RED,1 RED - 11 RED,-16.0,6.0,20.0
191,11 RED - 1 RED,11 RED - 1 RED,-16.0,6.0,20.0
192,11 RED - 10 BLUE,10 BLUE - 11 RED,-18.0,-2.0,30.0
193,11 RED - 10 BLUE,11 RED - 10 BLUE,-12.0,-10.0,28.0
194,11 RED - 11 BLUE,11 BLUE - 11 RED,-16.0,6.0,10.0
195,11 RED - 11 BLUE,11 RED - 11 BLUE,-16.0,-2.0,8.0
196,11 RED - 12 BLUE,11 RED - 12 BLUE,-20.0,-10.0,40.0
197,11 RED - 12 BLUE,12 BLUE - 11 RED,-20.0,-10.0,30.0
198,11 RED - 12 RED,11 RED - 12 RED,-18.0,-2.0,30.0
199,11 RED - 12 RED,12 RED - 11 RED,-18.0,-2.0,30.0
200,11 RED - 13 BLUE,11 RED - 13 BLUE,-16.0,6.0,20.0
201,11 RED - 13 BLUE,13 BLUE - 11 RED,-16.0,-10.0,16.0
202,11 RED - 13 RED,11 RED - 13 RED,-18.0,-2.0,30.0
203,11 RED - 13 RED,13 RED - 11 RED,-20.0,-10.0,40.0
204,11 RED - 2 BLUE,11 RED - 2 BLUE,-18.0,-10.0,-2.0
205,11 RED - 2 BLUE,2 BLUE - 11 RED,-12.0,14.0,-2.0
206,11 RED - 2 RED,11 RED - 2 RED,-20.0,-10.0,40.0
207,11 RED - 2 RED,2 RED - 11 RED,-16.0,6.0,20.0
208,11 RED - 3 BLUE,11 RED - 3 BLUE,-10.0,-10.0,6.0
209,11 RED - 3 BLUE,3 BLUE - 11 RED,-14.0,6.0,-2.0
210,11 RED - 3 RED,11 RED - 3 RED,-20.0,-10.0,40.0
211,11 RED - 3 RED,3 RED - 11 RED,-18.0,-2.0,30.0
212,11 RED - 4 BLUE,11 RED - 4 BLUE,-14.0,14.0,-10.0
213,11 RED - 4 BLUE,4 BLUE - 11 RED,-10.0,30.0,-10.0
214,11 RED - 5 BLUE,11 RED - 5 BLUE,-18.0,-10.0,-12.0
215,11 RED - 5 BLUE,5 BLUE - 11 RED,-10.0,22.0,-12.0
216,11 RED - 5 RED,11 RED - 5 RED,-16.0,6.0,20.0
217,11 RED - 5 RED,5 RED - 11 RED,-16.0,6.0,20.0
218,11 RED - 6 BLUE,11 RED - 6 BLUE,-18.0,-2.0,30.0
219,11 RED - 6 BLUE,6 BLUE - 11 RED,-18.0,-2.0,-10.0
220,11 RED - 7 BLUE,11 RED - 7 BLUE,-8.0,-2.0,-4.0
221,11 RED - 7 BLUE,7 BLUE - 11 RED,-6.0,6.0,-4.0
222,11 RED - 7 RED,11 RED - 7 RED,-16.0,6.0,20.0
223,11 RED - 7 RED,7 RED - 11 RED,-16.0,6.0,20.0
224,11 RED - 8 BLUE,11 RED - 8 BLUE,-18.0,-2.0,20.0
225,11 RED - 8 BLUE,8 BLUE - 11 RED,-16.0,6.0,20.0
226,11 RED - 9 BLUE,11 RED - 9 BLUE,-18.0,-2.0,30.0
227,11 RED - 9 BLUE,9 BLUE - 11 RED,-18.0,-10.0,28.0
228,11 RED - 9 RED,11 RED - 9 RED,-16.0,6.0,10.0
229,11 RED - 9 RED,9 RED - 11 RED,-16.0,6.0,10.0
230,11 RED - Jester,11 RED - Jester,-10.0,30.0,-10.0
231,11 RED - Jester,Jester - 11 RED,-10.0,22.0,-12.0
232,11 RED - Magician,11 RED - Magician,-20.0,-10.0,10.0
233,11 RED - Magician,Magician - 11 RED,-20.0,-10.0,10.0
234,12 BLUE - 1 GREEN,1 GREEN - 12 BLUE,2.0,6.0,-16.0
235,12 BLUE - 1 GREEN,12 BLUE - 1 GREEN,-14.0,-2.0,-14.0
236,12 BLUE - 10 GREEN,10 GREEN - 12 BLUE,-16.0,-10.0,6.0
237,12 BLUE - 10 GREEN,12 BLUE - 10 GREEN,-8.0,-2.0,6.0
238,12 BLUE - 11 GREEN,11 GREEN - 12 BLUE,-16.0,6.0,20.0
239,12 BLUE - 11 GREEN,12 BLUE - 11 GREEN,-16.0,6.0,20.0
240,12 BLUE - 12 GREEN,12 BLUE - 12 GREEN,-6.0,-2.0,-6.0
241,12 BLUE - 12 GREEN,12 GREEN - 12 BLUE,-14.0,-2.0,-4.0
242,12 BLUE - 13 BLUE,12 BLUE - 13 BLUE,-16.0,-2.0,18.0
243,12 BLUE - 13 BLUE,13 BLUE - 12 BLUE,-16.0,-2.0,18.0
244,12 BLUE - 2 GREEN,12 BLUE - 2 GREEN,-6.0,-2.0,-6.0
245,12 BLUE - 2 GREEN,2 GREEN - 12 BLUE,6.0,-10.0,-8.0
246,12 BLUE - 3 GREEN,12 BLUE - 3 GREEN,-12.0,6.0,-4.0
247,12 BLUE - 3 GREEN,3 GREEN - 12 BLUE,0.0,-2.0,-6.0
248,12 BLUE - 4 GREEN,12 BLUE - 4 GREEN,-14.0,-2.0,6.0
249,12 BLUE - 4 GREEN,4 GREEN - 12 BLUE,-2.0,-2.0,6.0
250,12 BLUE - 5 BLUE,12 BLUE - 5 BLUE,-16.0,-2.0,18.0
251,12 BLUE - 5 BLUE,5 BLUE - 12 BLUE,0.0,-2.0,-6.0
252,12 BLUE - 5 GREEN,12 BLUE - 5 GREEN,-16.0,-2.0,-12.0
253,12 BLUE - 5 GREEN,5 GREEN - 12 BLUE,-8.0,-2.0,-18.0
254,12 BLUE - 6 BLUE,12 BLUE - 6 BLUE,-12.0,-2.0,-6.0
255,12 BLUE - 6 BLUE,6 BLUE - 12 BLUE,-6.0,-2.0,-6.0
256,12 BLUE - 6 GREEN,12 BLUE - 6 GREEN,0.0,-2.0,-16.0
257,12 BLUE - 6 GREEN,6 GREEN - 12 BLUE,0.0,-2.0,-16.0
258,12 BLUE - 7 GREEN,12 BLUE - 7 GREEN,-18.0,-2.0,10.0
259,12 BLUE - 7 GREEN,7 GREEN - 12 BLUE,-2.0,-2.0,6.0
260,12 BLUE - 8 BLUE,12 BLUE - 8 BLUE,-10.0,-10.0,16.0
261,12 BLUE - 8 BLUE,8 BLUE - 12 BLUE,-10.0,-10.0,16.0
262,12 BLUE - 8 GREEN,12 BLUE - 8 GREEN,-14.0,-10.0,-6.0
263,12 BLUE - 8 GREEN,8 GREEN - 12 BLUE,-8.0,-10.0,-8.0
264,12 BLUE - 9 BLUE,12 BLUE - 9 BLUE,-8.0,-10.0,4.0
265,12 BLUE - 9 BLUE,9 BLUE - 12 BLUE,-8.0,-10.0,4.0
266,12 BLUE - 9 GREEN,12 BLUE - 9 GREEN,-16.0,6.0,10.0
267,12 BLUE - 9 GREEN,9 GREEN - 12 BLUE,-8.0,6.0,8.0
268,12 RED - 1 BLUE,1 BLUE - 12 RED,-10.0,22.0,-12.0
269,12 RED - 1 BLUE,12 RED - 1 BLUE,-14.0,6.0,-12.0
270,12 RED - 10 BLUE,10 BLUE - 12 RED,-18.0,-2.0,30.0
271,12 RED - 10 BLUE,12 RED - 10 BLUE,-20.0,-10.0,30.0
272,12 RED - 11 BLUE,11 BLUE - 12 RED,-12.0,22.0,-10.0
273,12 RED - 11 BLUE,12 RED - 11 BLUE,-14.0,-2.0,-4.0
274,12 RED - 12 BLUE,12 BLUE - 12 RED,-18.0,-2.0,10.0
275,12 RED - 12 BLUE,12 RED - 12 BLUE,-20.0,-10.0,10.0
276,12 RED - 13 BLUE,12 RED - 13 BLUE,-18.0,-10.0,28.0
277,12 RED - 13 BLUE,13 BLUE - 12 RED,-18.0,-2.0,30.0
278,12 RED - 13 RED,12 RED - 13 RED,-20.0,-10.0,40.0
279,12 RED - 13 RED,13 RED - 12 RED,-20.0,-10.0,40.0
280,12 RED - 2 BLUE,12 RED - 2 BLUE,-14.0,-2.0,-4.0
281,12 RED - 2 BLUE,2 BLUE - 12 RED,0.0,6.0,-4.0
282,12 RED - 3 BLUE,12 RED - 3 BLUE,-10.0,14.0,-14.0
283,12 RED - 3 BLUE,3 BLUE - 12 RED,-10.0,22.0,-12.0
284,12 RED - 4 BLUE,12 RED - 4 BLUE,-12.0,-10.0,8.0
285,12 RED - 4 BLUE,4 BLUE - 12 RED,-14.0,6.0,8.0
286,12 RED - 5 BLUE,12 RED - 5 BLUE,-18.0,-2.0,30.0
287,12 RED - 5 BLUE,5 BLUE - 12 RED,-18.0,-2.0,10.0
288,12 RED - 5 RED,12 RED - 5 RED,-18.0,-2.0,30.0
289,12 RED - 5 RED,5 RED - 12 RED,-18.0,-2.0,30.0
290,12 RED - 6 BLUE,12 RED - 6 BLUE,-18.0,-10.0,-2.0
291,12 RED - 6 BLUE,6 BLUE - 12 RED,-12.0,22.0,0.0
292,12 RED - 7 BLUE,12 RED - 7 BLUE,-18.0,-10.0,18.0
293,12 RED - 7 BLUE,7 BLUE - 12 RED,-16.0,-2.0,18.0
294,12 RED - 8 BLUE,12 RED - 8 BLUE,-18.0,-2.0,10.0
295,12 RED - 8 BLUE,8 BLUE - 12 RED,-16.0,6.0,10.0
296,12 RED - 9 BLUE,12 RED - 9 BLUE,-18.0,-2.0,30.0
297,12 RED - 9 BLUE,9 BLUE - 12 RED,-18.0,-2.0,0.0
298,13 BLUE - 1 GREEN,1 GREEN - 13 BLUE,-12.0,14.0,-2.0
299,13 BLUE - 1 GREEN,13 BLUE - 1 GREEN,-12.0,22.0,0.0
300,13 BLUE - 10 GREEN,10 GREEN - 13 BLUE,-8.0,-2.0,6.0
301,13 BLUE - 10 GREEN,13 BLUE - 10 GREEN,-8.0,-2.0,6.0
302,13 BLUE - 11 GREEN,11 GREEN - 13 BLUE,-8.0,6.0,8.0
303,13 BLUE - 11 GREEN,13 BLUE - 11 GREEN,-16.0,6.0,10.0
304,13 BLUE - 12 GREEN,12 GREEN - 13 BLUE,-14.0,-2.0,6.0
305,13 BLUE - 12 GREEN,13 BLUE - 12 GREEN,-14.0,-2.0,6.0
306,13 BLUE - 13 GREEN,13 BLUE - 13 GREEN,-16.0,-2.0,18.0
