,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
307,13 BLUE - 13 GREEN,13 GREEN - 13 BLUE,-16.0,-2.0,18.0
308,13 BLUE - 2 GREEN,13 BLUE - 2 GREEN,-10.0,6.0,-16.0
309,13 BLUE - 2 GREEN,2 GREEN - 13 BLUE,8.0,6.0,-16.0
310,13 BLUE - 3 GREEN,13 BLUE - 3 GREEN,0.0,-2.0,-16.0
311,13 BLUE - 3 GREEN,3 GREEN - 13 BLUE,14.0,-2.0,-18.0
312,13 BLUE - 4 GREEN,13 BLUE - 4 GREEN,-14.0,6.0,-12.0
313,13 BLUE - 4 GREEN,4 GREEN - 13 BLUE,2.0,-2.0,-18.0
314,13 BLUE - 5 GREEN,13 BLUE - 5 GREEN,-6.0,14.0,-12.0
315,13 BLUE - 5 GREEN,5 GREEN - 13 BLUE,2.0,6.0,-16.0
316,13 BLUE - 6 BLUE,13 BLUE - 6 BLUE,-12.0,-2.0,-6.0
317,13 BLUE - 6 BLUE,6 BLUE - 13 BLUE,-4.0,-2.0,-18.0
318,13 BLUE - 6 GREEN,13 BLUE - 6 GREEN,-18.0,-10.0,8.0
319,13 BLUE - 6 GREEN,6 GREEN - 13 BLUE,-8.0,-2.0,6.0
320,13 BLUE - 7 GREEN,13 BLUE - 7 GREEN,-16.0,-2.0,18.0
321,13 BLUE - 7 GREEN,7 GREEN - 13 BLUE,-10.0,-10.0,16.0
322,13 BLUE - 8 BLUE,13 BLUE - 8 BLUE,-14.0,-10.0,4.0
323,13 BLUE - 8 BLUE,8 BLUE - 13 BLUE,-14.0,-10.0,4.0
324,13 BLUE - 8 GREEN,13 BLUE - 8 GREEN,-12.0,14.0,-12.0
325,13 BLUE - 8 GREEN,8 GREEN - 13 BLUE,-12.0,6.0,-16.0
326,13 BLUE - 9 GREEN,13 BLUE - 9 GREEN,-12.0,14.0,-12.0
327,13 BLUE - 9 GREEN,9 GREEN - 13 BLUE,-4.0,14.0,-14.0
328,13 RED - 1 BLUE,1 BLUE - 13 RED,-12.0,22.0,-10.0
329,13 RED - 1 BLUE,13 RED - 1 BLUE,-16.0,6.0,0.0
330,13 RED - 10 BLUE,10 BLUE - 13 RED,-18.0,-2.0,30.0
331,13 RED - 10 BLUE,13 RED - 10 BLUE,-20.0,-10.0,30.0
332,13 RED - 11 BLUE,11 BLUE - 13 RED,-18.0,-2.0,20.0
333,13 RED - 11 BLUE,13 RED - 11 BLUE,-18.0,-10.0,28.0
334,13 RED - 12 BLUE,12 BLUE - 13 RED,-20.0,-10.0,30.0
335,13 RED - 12 BLUE,13 RED - 12 BLUE,-20.0,-10.0,30.0
336,13 RED - 13 BLUE,13 BLUE - 13 RED,-20.0,-10.0,40.0
337,13 RED - 13 BLUE,13 RED - 13 BLUE,-20.0,-10.0,40.0
338,13 RED - 2 BLUE,13 RED - 2 BLUE,-20.0,-10.0,20.0
339,13 RED - 2 BLUE,2 BLUE - 13 RED,-16.0,6.0,0.0
340,13 RED - 3 BLUE,13 RED - 3 BLUE,-20.0,-10.0,20.0
341,13 RED - 3 BLUE,3 BLUE - 13 RED,-16.0,6.0,0.0
342,13 RED - 4 BLUE,13 RED - 4 BLUE,-14.0,6.0,-2.0
343,13 RED - 4 BLUE,4 BLUE - 13 RED,-6.0,6.0,-14.0
344,13 RED - 5 BLUE,13 RED - 5 BLUE,-14.0,14.0,10.0
345,13 RED - 5 BLUE,5 BLUE - 13 RED,-14.0,14.0,10.0
346,13 RED - 6 BLUE,13 RED - 6 BLUE,-20.0,-10.0,10.0
347,13 RED - 6 BLUE,6 BLUE - 13 RED,-16.0,6.0,10.0
348,13 RED - 7 BLUE,13 RED - 7 BLUE,-16.0,-10.0,6.0
349,13 RED - 7 BLUE,7 BLUE - 13 RED,-14.0,-2.0,6.0
350,13 RED - 8 BLUE,13 RED - 8 BLUE,-18.0,-10.0,8.0
351,13 RED - 8 BLUE,8 BLUE - 13 RED,-14.0,14.0,0.0
352,13 RED - 9 BLUE,13 RED - 9 BLUE,-18.0,-10.0,-2.0
353,13 RED - 9 BLUE,9 BLUE - 13 RED,-14.0,6.0,-12.0
354,2 BLUE - 1 BLUE,1 BLUE - 2 BLUE,14.0,-10.0,-20.0
355,2 BLUE - 1 BLUE,2 BLUE - 1 BLUE,14.0,-10.0,-20.0
356,2 BLUE - 1 GREEN,1 GREEN - 2 BLUE,14.0,-10.0,-20.0
357,2 BLUE - 1 GREEN,2 BLUE - 1 GREEN,0.0,-2.0,-16.0
358,2 BLUE - 12 BLUE,12 BLUE - 2 BLUE,-18.0,-10.0,28.0
359,2 BLUE - 12 BLUE,2 BLUE - 12 BLUE,6.0,-10.0,-8.0
360,2 BLUE - 13 BLUE,13 BLUE - 2 BLUE,-4.0,-2.0,-18.0
361,2 BLUE - 13 BLUE,2 BLUE - 13 BLUE,8.0,-2.0,-18.0
362,2 BLUE - 2 GREEN,2 BLUE - 2 GREEN,8.0,-10.0,-20.0
363,2 BLUE - 2 GREEN,2 GREEN - 2 BLUE,6.0,-10.0,-18.0
364,2 BLUE - 5 BLUE,2 BLUE - 5 BLUE,14.0,-10.0,-20.0
365,2 BLUE - 5 BLUE,5 BLUE - 2 BLUE,14.0,-10.0,-20.0
366,2 BLUE - 6 BLUE,2 BLUE - 6 BLUE,-2.0,-10.0,4.0
367,2 BLUE - 6 BLUE,6 BLUE - 2 BLUE,-10.0,-10.0,16.0
368,2 BLUE - 7 BLUE,2 BLUE - 7 BLUE,0.0,-10.0,-8.0
369,2 BLUE - 7 BLUE,7 BLUE - 2 BLUE,-6.0,-10.0,-8.0
370,2 BLUE - 8 BLUE,2 BLUE - 8 BLUE,20.0,-10.0,-20.0
371,2 BLUE - 8 BLUE,8 BLUE - 2 BLUE,14.0,-10.0,-20.0
372,2 BLUE - 9 BLUE,2 BLUE - 9 BLUE,6.0,-10.0,-8.0
373,2 BLUE - 9 BLUE,9 BLUE - 2 BLUE,-6.0,-2.0,-6.0
374,2 RED - 1 BLUE,1 BLUE - 2 RED,-4.0,6.0,-16.0
375,2 RED - 1 BLUE,2 RED - 1 BLUE,0.0,-10.0,-18.0
376,2 RED - 10 BLUE,10 BLUE - 2 RED,-14.0,6.0,8.0
377,2 RED - 10 BLUE,2 RED - 10 BLUE,-2.0,-10.0,4.0
378,2 RED - 11 BLUE,11 BLUE - 2 RED,-6.0,14.0,-2.0
379,2 RED - 11 BLUE,2 RED - 11 BLUE,4.0,-10.0,-6.0
380,2 RED - 12 BLUE,12 BLUE - 2 RED,-8.0,6.0,8.0
381,2 RED - 12 BLUE,2 RED - 12 BLUE,-2.0,-2.0,6.0
382,2 RED - 12 RED,12 RED - 2 RED,-20.0,-10.0,40.0
383,2 RED - 12 RED,2 RED - 12 RED,-20.0,-10.0,40.0
384,2 RED - 13 BLUE,13 BLUE - 2 RED,-10.0,-2.0,18.0
385,2 RED - 13 BLUE,2 RED - 13 BLUE,-10.0,-2.0,18.0
386,2 RED - 13 RED,13 RED - 2 RED,-20.0,-10.0,40.0
387,2 RED - 13 RED,2 RED - 13 RED,-18.0,-2.0,30.0
388,2 RED - 2 BLUE,2 BLUE - 2 RED,-12.0,6.0,-4.0
389,2 RED - 2 BLUE,2 RED - 2 BLUE,-4.0,-10.0,-4.0
390,2 RED - 3 BLUE,2 RED - 3 BLUE,-10.0,-10.0,6.0
391,2 RED - 3 BLUE,3 BLUE - 2 RED,-2.0,-2.0,6.0
392,2 RED - 4 BLUE,2 RED - 4 BLUE,-16.0,-10.0,-14.0
393,2 RED - 4 BLUE,4 BLUE - 2 RED,-4.0,14.0,-14.0
394,2 RED - 5 BLUE,2 RED - 5 BLUE,-10.0,-10.0,-4.0
395,2 RED - 5 BLUE,5 BLUE - 2 RED,-6.0,6.0,-4.0
396,2 RED - 5 RED,2 RED - 5 RED,-16.0,6.0,20.0
397,2 RED - 5 RED,5 RED - 2 RED,-16.0,6.0,20.0
398,2 RED - 6 BLUE,2 RED - 6 BLUE,-2.0,-10.0,4.0
399,2 RED - 6 BLUE,6 BLUE - 2 RED,-8.0,-2.0,6.0
400,2 RED - 7 BLUE,2 RED - 7 BLUE,0.0,6.0,-4.0
401,2 RED - 7 BLUE,7 BLUE - 2 RED,-12.0,6.0,-4.0
402,2 RED - 8 BLUE,2 RED - 8 BLUE,-10.0,-10.0,-4.0
403,2 RED - 8 BLUE,8 BLUE - 2 RED,-12.0,14.0,-2.0
404,2 RED - 9 BLUE,2 RED - 9 BLUE,-6.0,-10.0,-18.0
405,2 RED - 9 BLUE,9 BLUE - 2 RED,2.0,6.0,-16.0
406,2 RED - Jester,2 RED - Jester,-4.0,6.0,-16.0
407,2 RED - Jester,Jester - 2 RED,-10.0,6.0,-16.0
408,3 BLUE - 1 BLUE,1 BLUE - 3 BLUE,20.0,-10.0,-20.0
409,3 BLUE - 1 BLUE,3 BLUE - 1 BLUE,20.0,-10.0,-20.0
410,3 BLUE - 1 GREEN,1 GREEN - 3 BLUE,8.0,-2.0,-18.0
411,3 BLUE - 1 GREEN,3 BLUE - 1 GREEN,8.0,-10.0,-20.0
412,3 BLUE - 12 BLUE,12 BLUE - 3 BLUE,-10.0,-2.0,18.0
413,3 BLUE - 12 BLUE,3 BLUE - 12 BLUE,14.0,-2.0,-18.0
414,3 BLUE - 13 BLUE,13 BLUE - 3 BLUE,-16.0,6.0,20.0
415,3 BLUE - 13 BLUE,3 BLUE - 13 BLUE,0.0,-2.0,-6.0
416,3 BLUE - 2 BLUE,2 BLUE - 3 BLUE,12.0,-10.0,-8.0
417,3 BLUE - 2 BLUE,3 BLUE - 2 BLUE,12.0,-10.0,-8.0
418,3 BLUE - 2 GREEN,2 GREEN - 3 BLUE,14.0,-10.0,-20.0
419,3 BLUE - 2 GREEN,3 BLUE - 2 GREEN,14.0,-10.0,-20.0
420,3 BLUE - 3 GREEN,3 BLUE - 3 GREEN,8.0,-2.0,-18.0
421,3 BLUE - 3 GREEN,3 GREEN - 3 BLUE,0.0,-10.0,-18.0
422,3 BLUE - 5 BLUE,3 BLUE - 5 BLUE,0.0,-2.0,-6.0
423,3 BLUE - 5 BLUE,5 BLUE - 3 BLUE,-6.0,6.0,-4.0
424,3 BLUE - 6 BLUE,3 BLUE - 6 BLUE,6.0,-10.0,-8.0
425,3 BLUE - 6 BLUE,6 BLUE - 3 BLUE,6.0,-10.0,-8.0
426,3 BLUE - 7 BLUE,3 BLUE - 7 BLUE,14.0,-10.0,-20.0
427,3 BLUE - 7 BLUE,7 BLUE - 3 BLUE,14.0,-10.0,-20.0
428,3 BLUE - 8 BLUE,3 BLUE - 8 BLUE,6.0,-10.0,-8.0
429,3 BLUE - 8 BLUE,8 BLUE - 3 BLUE,-10.0,-10.0,16.0
430,3 BLUE - 9 BLUE,3 BLUE - 9 BLUE,8.0,-10.0,-20.0
431,3 BLUE - 9 BLUE,9 BLUE - 3 BLUE,-8.0,-10.0,4.0
432,3 RED - 1 BLUE,1 BLUE - 3 RED,-12.0,6.0,-4.0
433,3 RED - 1 BLUE,3 RED - 1 BLUE,-8.0,-2.0,-4.0
434,3 RED - 1 RED,1 RED - 3 RED,-18.0,-2.0,30.0
435,3 RED - 1 RED,3 RED - 1 RED,-18.0,-2.0,30.0
436,3 RED - 10 BLUE,10 BLUE - 3 RED,-10.0,14.0,-14.0
437,3 RED - 10 BLUE,3 RED - 10 BLUE,-6.0,-2.0,-16.0
438,3 RED - 11 BLUE,11 BLUE - 3 RED,-10.0,-2.0,18.0
439,3 RED - 11 BLUE,3 RED - 11 BLUE,-16.0,-2.0,18.0
440,3 RED - 12 BLUE,12 BLUE - 3 RED,-16.0,-10.0,16.0
441,3 RED - 12 BLUE,3 RED - 12 BLUE,-16.0,6.0,20.0
442,3 RED - 12 RED,12 RED - 3 RED,-18.0,-2.0,30.0
443,3 RED - 12 RED,3 RED - 12 RED,-18.0,-2.0,30.0
444,3 RED - 13 BLUE,13 BLUE - 3 RED,-20.0,-10.0,40.0
445,3 RED - 13 BLUE,3 RED - 13 BLUE,-20.0,-10.0,40.0
446,3 RED - 13 RED,13 RED - 3 RED,-18.0,-2.0,30.0
447,3 RED - 13 RED,3 RED - 13 RED,-16.0,6.0,20.0
448,3 RED - 2 BLUE,2 BLUE - 3 RED,-6.0,14.0,-12.0
449,3 RED - 2 BLUE,3 RED - 2 BLUE,0.0,6.0,-4.0
450,3 RED - 2 RED,2 RED - 3 RED,-16.0,6.0,20.0
451,3 RED - 2 RED,3 RED - 2 RED,-16.0,6.0,20.0
452,3 RED - 3 BLUE,3 BLUE - 3 RED,-14.0,6.0,8.0
453,3 RED - 3 BLUE,3 RED - 3 BLUE,-10.0,-2.0,8.0
454,3 RED - 4 BLUE,3 RED - 4 BLUE,12.0,-10.0,-8.0
455,3 RED - 4 BLUE,4 BLUE - 3 RED,0.0,-2.0,-6.0
456,3 RED - 5 BLUE,3 RED - 5 BLUE,-10.0,-10.0,-14.0
457,3 RED - 5 BLUE,5 BLUE - 3 RED,-4.0,22.0,-12.0
458,3 RED - 5 RED,3 RED - 5 RED,-14.0,6.0,8.0
459,3 RED - 5 RED,5 RED - 3 RED,-14.0,6.0,8.0
460,3 RED - 6 BLUE,3 RED - 6 BLUE,-8.0,-10.0,4.0
461,3 RED - 6 BLUE,6 BLUE - 3 RED,-14.0,6.0,8.0
462,3 RED - 7 BLUE,3 RED - 7 BLUE,0.0,-10.0,-18.0
463,3 RED - 7 BLUE,7 BLUE - 3 RED,2.0,6.0,-16.0
464,3 RED - 7 RED,3 RED - 7 RED,-14.0,14.0,10.0
465,3 RED - 7 RED,7 RED - 3 RED,-16.0,6.0,20.0
466,3 RED - 8 BLUE,3 RED - 8 BLUE,-6.0,-10.0,-8.0
467,3 RED - 8 BLUE,8 BLUE - 3 RED,6.0,-10.0,-8.0
468,3 RED - 9 BLUE,3 RED - 9 BLUE,-12.0,-10.0,8.0
469,3 RED - 9 BLUE,9 BLUE - 3 RED,-10.0,-2.0,8.0
470,3 RED - 9 RED,3 RED - 9 RED,-18.0,-2.0,30.0
471,3 RED - 9 RED,9 RED - 3 RED,-18.0,-2.0,30.0
472,3 RED - Jester,3 RED - Jester,2.0,-2.0,-18.0
473,3 RED - Jester,Jester - 3 RED,-4.0,-2.0,-18.0
474,3 RED - Magician,3 RED - Magician,-18.0,-2.0,30.0
475,3 RED - Magician,Magician - 3 RED,-20.0,-10.0,30.0
476,4 BLUE - 1 BLUE,1 BLUE - 4 BLUE,8.0,-10.0,-20.0
477,4 BLUE - 1 BLUE,4 BLUE - 1 BLUE,8.0,-10.0,-20.0
478,4 BLUE - 1 GREEN,1 GREEN - 4 BLUE,20.0,-10.0,-20.0
479,4 BLUE - 1 GREEN,4 BLUE - 1 GREEN,-2.0,-2.0,-14.0
480,4 BLUE - 10 BLUE,10 BLUE - 4 BLUE,-8.0,-10.0,4.0
481,4 BLUE - 10 BLUE,4 BLUE - 10 BLUE,0.0,-10.0,-8.0
482,4 BLUE - 12 BLUE,12 BLUE - 4 BLUE,-12.0,-2.0,-6.0
483,4 BLUE - 12 BLUE,4 BLUE - 12 BLUE,-6.0,-2.0,-6.0
484,4 BLUE - 13 BLUE,13 BLUE - 4 BLUE,-12.0,-10.0,-8.0
485,4 BLUE - 13 BLUE,4 BLUE - 13 BLUE,-6.0,-10.0,-8.0
486,4 BLUE - 2 BLUE,2 BLUE - 4 BLUE,12.0,-10.0,-8.0
487,4 BLUE - 2 BLUE,4 BLUE - 2 BLUE,12.0,-10.0,-8.0
488,4 BLUE - 2 GREEN,2 GREEN - 4 BLUE,14.0,-2.0,-18.0
489,4 BLUE - 2 GREEN,4 BLUE - 2 GREEN,0.0,-10.0,-18.0
490,4 BLUE - 3 BLUE,3 BLUE - 4 BLUE,12.0,-10.0,-8.0
491,4 BLUE - 3 BLUE,4 BLUE - 3 BLUE,12.0,-10.0,-8.0
492,4 BLUE - 3 GREEN,3 GREEN - 4 BLUE,0.0,-2.0,-16.0
493,4 BLUE - 3 GREEN,4 BLUE - 3 GREEN,6.0,-2.0,-18.0
494,4 BLUE - 4 GREEN,4 BLUE - 4 GREEN,14.0,-10.0,-20.0
495,4 BLUE - 4 GREEN,4 GREEN - 4 BLUE,-2.0,-10.0,-20.0
496,4 BLUE - 5 BLUE,4 BLUE - 5 BLUE,20.0,-10.0,-20.0
497,4 BLUE - 5 BLUE,5 BLUE - 4 BLUE,20.0,-10.0,-20.0
498,4 BLUE - 6 BLUE,4 BLUE - 6 BLUE,-10.0,-10.0,16.0
499,4 BLUE - 6 BLUE,6 BLUE - 4 BLUE,-10.0,-10.0,16.0
500,4 BLUE - 7 BLUE,4 BLUE - 7 BLUE,4.0,-10.0,4.0
501,4 BLUE - 7 BLUE,7 BLUE - 4 BLUE,-2.0,-2.0,6.0
502,4 BLUE - 8 BLUE,4 BLUE - 8 BLUE,2.0,-10.0,-20.0
503,4 BLUE - 8 BLUE,8 BLUE - 4 BLUE,2.0,-10.0,-20.0
504,4 BLUE - 9 BLUE,4 BLUE - 9 BLUE,14.0,-10.0,-20.0
505,4 BLUE - 9 BLUE,9 BLUE - 4 BLUE,-6.0,-10.0,-8.0
506,4 RED - 1 BLUE,1 BLUE - 4 RED,-4.0,22.0,-12.0
507,4 RED - 1 BLUE,4 RED - 1 BLUE,-10.0,-10.0,-14.0
508,4 RED - 1 RED,1 RED - 4 RED,-20.0,-10.0,40.0
509,4 RED - 1 RED,4 RED - 1 RED,-20.0,-10.0,40.0
510,4 RED - 10 BLUE,10 BLUE - 4 RED,-18.0,-2.0,30.0
511,4 RED - 10 BLUE,4 RED - 10 BLUE,-12.0,-10.0,28.0
512,4 RED - 10 RED,10 RED - 4 RED,-14.0,14.0,10.0
513,4 RED - 10 RED,4 RED - 10 RED,-12.0,22.0,0.0
514,4 RED - 11 BLUE,11 BLUE - 4 RED,-12.0,14.0,-2.0
515,4 RED - 11 BLUE,4 RED - 11 BLUE,-16.0,-2.0,-2.0
516,4 RED - 11 RED,11 RED - 4 RED,-20.0,-10.0,40.0
517,4 RED - 11 RED,4 RED - 11 RED,-18.0,-2.0,30.0
518,4 RED - 12 BLUE,12 BLUE - 4 RED,-10.0,30.0,-10.0
519,4 RED - 12 BLUE,4 RED - 12 BLUE,-12.0,14.0,-12.0
520,4 RED - 12 RED,12 RED - 4 RED,-18.0,-2.0,30.0
521,4 RED - 12 RED,4 RED - 12 RED,-14.0,14.0,10.0
522,4 RED - 13 BLUE,13 BLUE - 4 RED,-18.0,-2.0,30.0
523,4 RED - 13 BLUE,4 RED - 13 BLUE,-12.0,-10.0,28.0
524,4 RED - 13 RED,13 RED - 4 RED,-16.0,6.0,20.0
525,4 RED - 13 RED,4 RED - 13 RED,-14.0,14.0,10.0
526,4 RED - 2 BLUE,2 BLUE - 4 RED,-12.0,22.0,0.0
527,4 RED - 2 BLUE,4 RED - 2 BLUE,-20.0,-10.0,0.0
528,4 RED - 2 RED,2 RED - 4 RED,-16.0,-2.0,18.0
529,4 RED - 2 RED,4 RED - 2 RED,-16.0,-2.0,18.0
530,4 RED - 3 BLUE,3 BLUE - 4 RED,-16.0,6.0,20.0
531,4 RED - 3 BLUE,4 RED - 3 BLUE,-16.0,6.0,20.0
532,4 RED - 3 RED,3 RED - 4 RED,-16.0,6.0,20.0
533,4 RED - 3 RED,4 RED - 3 RED,-16.0,6.0,20.0
534,4 RED - 4 BLUE,4 BLUE - 4 RED,-14.0,14.0,10.0
535,4 RED - 4 BLUE,4 RED - 4 BLUE,-18.0,-10.0,8.0
536,4 RED - 5 BLUE,4 RED - 5 BLUE,-18.0,-2.0,10.0
537,4 RED - 5 BLUE,5 BLUE - 4 RED,-14.0,14.0,10.0
538,4 RED - 5 RED,4 RED - 5 RED,-16.0,6.0,20.0
539,4 RED - 5 RED,5 RED - 4 RED,-16.0,6.0,20.0
540,4 RED - 6 BLUE,4 RED - 6 BLUE,-10.0,-10.0,-4.0
541,4 RED - 6 BLUE,6 BLUE - 4 RED,-14.0,6.0,-2.0
542,4 RED - 7 BLUE,4 RED - 7 BLUE,-12.0,-10.0,18.0
543,4 RED - 7 BLUE,7 BLUE - 4 RED,-12.0,-10.0,18.0
544,4 RED - 7 RED,4 RED - 7 RED,-20.0,-10.0,40.0
545,4 RED - 7 RED,7 RED - 4 RED,-20.0,-10.0,40.0
546,4 RED - 8 BLUE,4 RED - 8 BLUE,-12.0,-10.0,-2.0
547,4 RED - 8 BLUE,8 BLUE - 4 RED,-6.0,14.0,-2.0
548,4 RED - 8 RED,4 RED - 8 RED,-14.0,14.0,10.0
549,4 RED - 8 RED,8 RED - 4 RED,-14.0,14.0,10.0
550,4 RED - 9 BLUE,4 RED - 9 BLUE,-8.0,-10.0,-6.0
551,4 RED - 9 BLUE,9 BLUE - 4 RED,-12.0,14.0,-2.0
552,4 RED - 9 RED,4 RED - 9 RED,-12.0,22.0,0.0
553,4 RED - 9 RED,9 RED - 4 RED,-14.0,14.0,10.0
554,4 RED - Jester,4 RED - Jester,-10.0,14.0,-14.0
555,4 RED - Jester,Jester - 4 RED,-10.0,14.0,-14.0
556,4 RED - Magician,4 RED - Magician,-18.0,-2.0,30.0
557,4 RED - Magician,Magician - 4 RED,-20.0,-10.0,30.0
558,5 BLUE - 1 GREEN,1 GREEN - 5 BLUE,2.0,-2.0,-18.0
559,5 BLUE - 1 GREEN,5 BLUE - 1 GREEN,2.0,-2.0,-18.0
560,5 BLUE - 13 BLUE,13 BLUE - 5 BLUE,-8.0,-10.0,4.0
561,5 BLUE - 13 BLUE,5 BLUE - 13 BLUE,-8.0,-10.0,4.0
562,5 BLUE - 2 GREEN,2 GREEN - 5 BLUE,8.0,-2.0,-18.0
563,5 BLUE - 2 GREEN,5 BLUE - 2 GREEN,0.0,6.0,-14.0
564,5 BLUE - 3 GREEN,3 GREEN - 5 BLUE,-2.0,-10.0,-20.0
565,5 BLUE - 3 GREEN,5 BLUE - 3 GREEN,6.0,-10.0,-18.0
566,5 BLUE - 4 GREEN,4 GREEN - 5 BLUE,8.0,-2.0,-18.0
567,5 BLUE - 4 GREEN,5 BLUE - 4 GREEN,2.0,14.0,-14.0
568,5 BLUE - 5 GREEN,5 BLUE - 5 GREEN,6.0,-2.0,-16.0
569,5 BLUE - 5 GREEN,5 GREEN - 5 BLUE,6.0,-2.0,-18.0
570,5 BLUE - 6 BLUE,5 BLUE - 6 BLUE,-8.0,-2.0,6.0
571,5 BLUE - 6 BLUE,6 BLUE - 5 BLUE,-8.0,-2.0,6.0
572,5 BLUE - 8 BLUE,5 BLUE - 8 BLUE,-14.0,-10.0,4.0
573,5 BLUE - 8 BLUE,8 BLUE - 5 BLUE,-14.0,-10.0,4.0
574,5 BLUE - 9 BLUE,5 BLUE - 9 BLUE,-4.0,-2.0,-18.0
575,5 BLUE - 9 BLUE,9 BLUE - 5 BLUE,-4.0,-2.0,-18.0
576,5 RED - 1 BLUE,1 BLUE - 5 RED,2.0,14.0,-14.0
577,5 RED - 1 BLUE,5 RED - 1 BLUE,-2.0,-10.0,-16.0
578,5 RED - 10 BLUE,10 BLUE - 5 RED,-10.0,-2.0,18.0
579,5 RED - 10 BLUE,5 RED - 10 BLUE,-12.0,-10.0,18.0
580,5 RED - 11 BLUE,11 BLUE - 5 RED,-18.0,-2.0,20.0
581,5 RED - 11 BLUE,5 RED - 11 BLUE,-18.0,-10.0,28.0
582,5 RED - 12 BLUE,12 BLUE - 5 RED,-16.0,6.0,20.0
583,5 RED - 12 BLUE,5 RED - 12 BLUE,-10.0,-10.0,16.0
584,5 RED - 13 BLUE,13 BLUE - 5 RED,-16.0,6.0,20.0
585,5 RED - 13 BLUE,5 RED - 13 BLUE,-16.0,-2.0,18.0
586,5 RED - 13 RED,13 RED - 5 RED,-16.0,6.0,20.0
587,5 RED - 13 RED,5 RED - 13 RED,-16.0,-2.0,18.0
588,5 RED - 2 BLUE,2 BLUE - 5 RED,-12.0,6.0,-4.0
589,5 RED - 2 BLUE,5 RED - 2 BLUE,-14.0,-10.0,-6.0
590,5 RED - 3 BLUE,3 BLUE - 5 RED,-14.0,14.0,0.0
591,5 RED - 3 BLUE,5 RED - 3 BLUE,-18.0,-2.0,10.0
592,5 RED - 4 BLUE,4 BLUE - 5 RED,-6.0,6.0,-4.0
593,5 RED - 4 BLUE,5 RED - 4 BLUE,-8.0,-2.0,-4.0
594,5 RED - 5 BLUE,5 BLUE - 5 RED,-12.0,22.0,0.0
595,5 RED - 5 BLUE,5 RED - 5 BLUE,-12.0,-10.0,-2.0
596,5 RED - 6 BLUE,5 RED - 6 BLUE,-18.0,-10.0,8.0
597,5 RED - 6 BLUE,6 BLUE - 5 RED,-8.0,6.0,8.0
598,5 RED - 7 BLUE,5 RED - 7 BLUE,-2.0,-10.0,-6.0
599,5 RED - 7 BLUE,7 BLUE - 5 RED,0.0,-2.0,-6.0
600,5 RED - 8 BLUE,5 RED - 8 BLUE,-2.0,-2.0,-4.0
601,5 RED - 8 BLUE,8 BLUE - 5 RED,-12.0,14.0,-2.0
602,5 RED - 9 BLUE,5 RED - 9 BLUE,-8.0,-2.0,-4.0
603,5 RED - 9 BLUE,9 BLUE - 5 RED,-12.0,14.0,-2.0
604,6 BLUE - 1 GREEN,1 GREEN - 6 BLUE,2.0,6.0,-16.0
605,6 BLUE - 1 GREEN,6 BLUE - 1 GREEN,6.0,-2.0,-16.0
606,6 BLUE - 2 GREEN,2 GREEN - 6 BLUE,14.0,-10.0,-20.0
607,6 BLUE - 2 GREEN,6 BLUE - 2 GREEN,8.0,-2.0,-18.0
608,6 BLUE - 3 GREEN,3 GREEN - 6 BLUE,6.0,-10.0,-18.0
609,6 BLUE - 3 GREEN,6 BLUE - 3 GREEN,20.0,-10.0,-20.0
610,6 BLUE - 4 GREEN,4 GREEN - 6 BLUE,0.0,-2.0,-6.0
611,6 BLUE - 4 GREEN,6 BLUE - 4 GREEN,0.0,-2.0,-6.0
612,6 BLUE - 5 GREEN,5 GREEN - 6 BLUE,-6.0,-2.0,-16.0
613,6 BLUE - 5 GREEN,6 BLUE - 5 GREEN,-6.0,-2.0,-16.0
614,6 BLUE - 6 GREEN,6 BLUE - 6 GREEN,0.0,6.0,-14.0
615,6 BLUE - 6 GREEN,6 GREEN - 6 BLUE,2.0,-2.0,-18.0
616,6 BLUE - 8 BLUE,6 BLUE - 8 BLUE,0.0,-2.0,-6.0
617,6 BLUE - 8 BLUE,8 BLUE - 6 BLUE,0.0,-2.0,-6.0
618,6 RED - 1 BLUE,1 BLUE - 6 RED,-14.0,6.0,-2.0
619,6 RED - 1 BLUE,6 RED - 1 BLUE,-10.0,-10.0,6.0
620,6 RED - 1 RED,1 RED - 6 RED,-16.0,6.0,20.0
621,6 RED - 1 RED,6 RED - 1 RED,-16.0,6.0,20.0
622,6 RED - 10 BLUE,10 BLUE - 6 RED,-6.0,6.0,-4.0
623,6 RED - 10 BLUE,6 RED - 10 BLUE,4.0,-10.0,-6.0
